Time_index,TX_NG,TX_coal,TX_oil,Nuclear
6666,2.88,2.79,11.88,0.71
6667,2.88,2.79,11.88,0.71
6668,2.88,2.79,11.88,0.71
6669,2.88,2.79,11.88,0.71
6670,2.88,2.79,11.88,0.71
6671,2.88,2.79,11.88,0.71
6672,2.88,2.79,11.88,0.71
6673,2.88,2.79,11.88,0.71
6674,2.88,2.79,11.88,0.71
6675,2.88,2.79,11.88,0.71
6676,2.88,2.79,11.88,0.71
6677,2.88,2.79,11.88,0.71
6678,2.88,2.79,11.88,0.71
6679,2.88,2.79,11.88,0.71
6680,2.88,2.79,11.88,0.71
6681,2.88,2.79,11.88,0.71
6682,2.88,2.79,11.88,0.71
6683,2.88,2.79,11.88,0.71
6684,2.88,2.79,11.88,0.71
6685,2.88,2.79,11.88,0.71
6686,2.88,2.79,11.88,0.71
6687,2.88,2.79,11.88,0.71
6688,2.88,2.79,11.88,0.71
6689,2.88,2.79,11.88,0.71
6690,2.88,2.79,11.88,0.71
6691,2.88,2.79,11.88,0.71
6692,2.88,2.79,11.88,0.71
6693,2.88,2.79,11.88,0.71
6694,2.88,2.79,11.88,0.71
6695,2.88,2.79,11.88,0.71
6696,2.88,2.79,11.88,0.71
6697,2.88,2.79,11.88,0.71
6698,2.88,2.79,11.88,0.71
6699,2.88,2.79,11.88,0.71
6700,2.88,2.79,11.88,0.71
6701,2.88,2.79,11.88,0.71
6702,2.88,2.79,11.88,0.71
6703,2.88,2.79,11.88,0.71
6704,2.88,2.79,11.88,0.71
6705,2.88,2.79,11.88,0.71
6706,2.88,2.79,11.88,0.71
6707,2.88,2.79,11.88,0.71
6708,2.88,2.79,11.88,0.71
6709,2.88,2.79,11.88,0.71
6710,2.88,2.79,11.88,0.71
6711,2.88,2.79,11.88,0.71
6712,2.88,2.79,11.88,0.71
6713,2.88,2.79,11.88,0.71
6714,2.88,2.79,11.88,0.71
6715,2.88,2.79,11.88,0.71
6716,2.88,2.79,11.88,0.71
6717,2.88,2.79,11.88,0.71
6718,2.88,2.79,11.88,0.71
6719,2.88,2.79,11.88,0.71
6720,2.88,2.79,11.88,0.71
6721,2.88,2.79,11.88,0.71
6722,2.88,2.79,11.88,0.71
6723,2.88,2.79,11.88,0.71
6724,2.88,2.79,11.88,0.71
6725,2.88,2.79,11.88,0.71
6726,2.88,2.79,11.88,0.71
6727,2.88,2.79,11.88,0.71
6728,2.88,2.79,11.88,0.71
6729,2.88,2.79,11.88,0.71
6730,2.88,2.79,11.88,0.71
6731,2.88,2.79,11.88,0.71
6732,2.88,2.79,11.88,0.71
6733,2.88,2.79,11.88,0.71
6734,2.88,2.79,11.88,0.71
6735,2.88,2.79,11.88,0.71
6736,2.88,2.79,11.88,0.71
6737,2.88,2.79,11.88,0.71
6738,2.88,2.79,11.88,0.71
6739,2.88,2.79,11.88,0.71
6740,2.88,2.79,11.88,0.71
6741,2.88,2.79,11.88,0.71
6742,2.88,2.79,11.88,0.71
6743,2.88,2.79,11.88,0.71
6744,2.88,2.79,11.88,0.71
6745,2.88,2.79,11.88,0.71
6746,2.88,2.79,11.88,0.71
6747,2.88,2.79,11.88,0.71
6748,2.88,2.79,11.88,0.71
6749,2.88,2.79,11.88,0.71
6750,2.88,2.79,11.88,0.71
6751,2.88,2.79,11.88,0.71
6752,2.88,2.79,11.88,0.71
6753,2.88,2.79,11.88,0.71
6754,2.88,2.79,11.88,0.71
6755,2.88,2.79,11.88,0.71
6756,2.88,2.79,11.88,0.71
6757,2.88,2.79,11.88,0.71
6758,2.88,2.79,11.88,0.71
6759,2.88,2.79,11.88,0.71
6760,2.88,2.79,11.88,0.71
6761,2.88,2.79,11.88,0.71
6762,2.88,2.79,11.88,0.71
6763,2.88,2.79,11.88,0.71
6764,2.88,2.79,11.88,0.71
6765,2.88,2.79,11.88,0.71
6766,2.88,2.79,11.88,0.71
6767,2.88,2.79,11.88,0.71
6768,2.88,2.79,11.88,0.71
6769,2.88,2.79,11.88,0.71
6770,2.88,2.79,11.88,0.71
6771,2.88,2.79,11.88,0.71
6772,2.88,2.79,11.88,0.71
6773,2.88,2.79,11.88,0.71
6774,2.88,2.79,11.88,0.71
6775,2.88,2.79,11.88,0.71
6776,2.88,2.79,11.88,0.71
6777,2.88,2.79,11.88,0.71
6778,2.88,2.79,11.88,0.71
6779,2.88,2.79,11.88,0.71
6780,2.88,2.79,11.88,0.71
6781,2.88,2.79,11.88,0.71
6782,2.88,2.79,11.88,0.71
6783,2.88,2.79,11.88,0.71
6784,2.88,2.79,11.88,0.71
6785,2.88,2.79,11.88,0.71
6786,2.88,2.79,11.88,0.71
6787,2.88,2.79,11.88,0.71
6788,2.88,2.79,11.88,0.71
6789,2.88,2.79,11.88,0.71
6790,2.88,2.79,11.88,0.71
6791,2.88,2.79,11.88,0.71
6792,2.88,2.79,11.88,0.71
6793,2.88,2.79,11.88,0.71
6794,2.88,2.79,11.88,0.71
6795,2.88,2.79,11.88,0.71
6796,2.88,2.79,11.88,0.71
6797,2.88,2.79,11.88,0.71
6798,2.88,2.79,11.88,0.71
6799,2.88,2.79,11.88,0.71
6800,2.88,2.79,11.88,0.71
6801,2.88,2.79,11.88,0.71
6802,2.88,2.79,11.88,0.71
6803,2.88,2.79,11.88,0.71
6804,2.88,2.79,11.88,0.71
6805,2.88,2.79,11.88,0.71
6806,2.88,2.79,11.88,0.71
6807,2.88,2.79,11.88,0.71
6808,2.88,2.79,11.88,0.71
6809,2.88,2.79,11.88,0.71
6810,2.88,2.79,11.88,0.71
6811,2.88,2.79,11.88,0.71
6812,2.88,2.79,11.88,0.71
6813,2.88,2.79,11.88,0.71
6814,2.88,2.79,11.88,0.71
6815,2.88,2.79,11.88,0.71
6816,2.88,2.79,11.88,0.71
6817,2.88,2.79,11.88,0.71
6818,2.88,2.79,11.88,0.71
6819,2.88,2.79,11.88,0.71
6820,2.88,2.79,11.88,0.71
6821,2.88,2.79,11.88,0.71
6822,2.88,2.79,11.88,0.71
6823,2.88,2.79,11.88,0.71
6824,2.88,2.79,11.88,0.71
6825,2.88,2.79,11.88,0.71
6826,2.88,2.79,11.88,0.71
6827,2.88,2.79,11.88,0.71
6828,2.88,2.79,11.88,0.71
6829,2.88,2.79,11.88,0.71
6830,2.88,2.79,11.88,0.71
6831,2.88,2.79,11.88,0.71
6832,2.88,2.79,11.88,0.71
6833,2.88,2.79,11.88,0.71
6834,2.88,2.79,11.88,0.71
6835,2.88,2.79,11.88,0.71
6836,2.88,2.79,11.88,0.71
6837,2.88,2.79,11.88,0.71
6838,2.88,2.79,11.88,0.71
6839,2.88,2.79,11.88,0.71
6840,2.88,2.79,11.88,0.71
6841,2.88,2.79,11.88,0.71
6842,2.88,2.79,11.88,0.71
6843,2.88,2.79,11.88,0.71
6844,2.88,2.79,11.88,0.71
6845,2.88,2.79,11.88,0.71
6846,2.88,2.79,11.88,0.71
6847,2.88,2.79,11.88,0.71
6848,2.88,2.79,11.88,0.71
6849,2.88,2.79,11.88,0.71
6850,2.88,2.79,11.88,0.71
6851,2.88,2.79,11.88,0.71
6852,2.88,2.79,11.88,0.71
6853,2.88,2.79,11.88,0.71
6854,2.88,2.79,11.88,0.71
6855,2.88,2.79,11.88,0.71
6856,2.88,2.79,11.88,0.71
6857,2.88,2.79,11.88,0.71
6858,2.88,2.79,11.88,0.71
6859,2.88,2.79,11.88,0.71
6860,2.88,2.79,11.88,0.71
6861,2.88,2.79,11.88,0.71
6862,2.88,2.79,11.88,0.71
6863,2.88,2.79,11.88,0.71
6864,2.88,2.79,11.88,0.71
6865,2.88,2.79,11.88,0.71
6866,2.88,2.79,11.88,0.71
6867,2.88,2.79,11.88,0.71
6868,2.88,2.79,11.88,0.71
6869,2.88,2.79,11.88,0.71
6870,2.88,2.79,11.88,0.71
6871,2.88,2.79,11.88,0.71
6872,2.88,2.79,11.88,0.71
6873,2.88,2.79,11.88,0.71
6874,2.88,2.79,11.88,0.71
6875,2.88,2.79,11.88,0.71
6876,2.88,2.79,11.88,0.71
6877,2.88,2.79,11.88,0.71
6878,2.88,2.79,11.88,0.71
6879,2.88,2.79,11.88,0.71
6880,2.88,2.79,11.88,0.71
6881,2.88,2.79,11.88,0.71
6882,2.88,2.79,11.88,0.71
6883,2.88,2.79,11.88,0.71
6884,2.88,2.79,11.88,0.71
6885,2.88,2.79,11.88,0.71
6886,2.88,2.79,11.88,0.71
6887,2.88,2.79,11.88,0.71
6888,2.88,2.79,11.88,0.71
6889,2.88,2.79,11.88,0.71
6890,2.88,2.79,11.88,0.71
6891,2.88,2.79,11.88,0.71
6892,2.88,2.79,11.88,0.71
6893,2.88,2.79,11.88,0.71
6894,2.88,2.79,11.88,0.71
6895,2.88,2.79,11.88,0.71
6896,2.88,2.79,11.88,0.71
6897,2.88,2.79,11.88,0.71
6898,2.88,2.79,11.88,0.71
6899,2.88,2.79,11.88,0.71
6900,2.88,2.79,11.88,0.71
6901,2.88,2.79,11.88,0.71
6902,2.88,2.79,11.88,0.71
6903,2.88,2.79,11.88,0.71
6904,2.88,2.79,11.88,0.71
6905,2.88,2.79,11.88,0.71
6906,2.88,2.79,11.88,0.71
6907,2.88,2.79,11.88,0.71
6908,2.88,2.79,11.88,0.71
6909,2.88,2.79,11.88,0.71
6910,2.88,2.79,11.88,0.71
6911,2.88,2.79,11.88,0.71
6912,2.88,2.79,11.88,0.71
6913,2.88,2.79,11.88,0.71
6914,2.88,2.79,11.88,0.71
6915,2.88,2.79,11.88,0.71
6916,2.88,2.79,11.88,0.71
6917,2.88,2.79,11.88,0.71
6918,2.88,2.79,11.88,0.71
6919,2.88,2.79,11.88,0.71
6920,2.88,2.79,11.88,0.71
6921,2.88,2.79,11.88,0.71
6922,2.88,2.79,11.88,0.71
6923,2.88,2.79,11.88,0.71
6924,2.88,2.79,11.88,0.71
6925,2.88,2.79,11.88,0.71
6926,2.88,2.79,11.88,0.71
6927,2.88,2.79,11.88,0.71
6928,2.88,2.79,11.88,0.71
6929,2.88,2.79,11.88,0.71
6930,2.88,2.79,11.88,0.71
6931,2.88,2.79,11.88,0.71
6932,2.88,2.79,11.88,0.71
6933,2.88,2.79,11.88,0.71
6934,2.88,2.79,11.88,0.71
6935,2.88,2.79,11.88,0.71
6936,2.88,2.79,11.88,0.71
6937,2.88,2.79,11.88,0.71
6938,2.88,2.79,11.88,0.71
6939,2.88,2.79,11.88,0.71
6940,2.88,2.79,11.88,0.71
6941,2.88,2.79,11.88,0.71
6942,2.88,2.79,11.88,0.71
6943,2.88,2.79,11.88,0.71
6944,2.88,2.79,11.88,0.71
6945,2.88,2.79,11.88,0.71
6946,2.88,2.79,11.88,0.71
6947,2.88,2.79,11.88,0.71
6948,2.88,2.79,11.88,0.71
6949,2.88,2.79,11.88,0.71
6950,2.88,2.79,11.88,0.71
6951,2.88,2.79,11.88,0.71
6952,2.88,2.79,11.88,0.71
6953,2.88,2.79,11.88,0.71
6954,2.88,2.79,11.88,0.71
6955,2.88,2.79,11.88,0.71
6956,2.88,2.79,11.88,0.71
6957,2.88,2.79,11.88,0.71
6958,2.88,2.79,11.88,0.71
6959,2.88,2.79,11.88,0.71
6960,2.88,2.79,11.88,0.71
6961,2.88,2.79,11.88,0.71
6962,2.88,2.79,11.88,0.71
6963,2.88,2.79,11.88,0.71
6964,2.88,2.79,11.88,0.71
6965,2.88,2.79,11.88,0.71
6966,2.88,2.79,11.88,0.71
6967,2.88,2.79,11.88,0.71
6968,2.88,2.79,11.88,0.71
6969,2.88,2.79,11.88,0.71
6970,2.88,2.79,11.88,0.71
6971,2.88,2.79,11.88,0.71
6972,2.88,2.79,11.88,0.71
6973,2.88,2.79,11.88,0.71
6974,2.88,2.79,11.88,0.71
6975,2.88,2.79,11.88,0.71
6976,2.88,2.79,11.88,0.71
6977,2.88,2.79,11.88,0.71
6978,2.88,2.79,11.88,0.71
6979,2.88,2.79,11.88,0.71
6980,2.88,2.79,11.88,0.71
6981,2.88,2.79,11.88,0.71
6982,2.88,2.79,11.88,0.71
6983,2.88,2.79,11.88,0.71
6984,2.88,2.79,11.88,0.71
6985,2.88,2.79,11.88,0.71
6986,2.88,2.79,11.88,0.71
6987,2.88,2.79,11.88,0.71
6988,2.88,2.79,11.88,0.71
6989,2.88,2.79,11.88,0.71
6990,2.88,2.79,11.88,0.71
6991,2.88,2.79,11.88,0.71
6992,2.88,2.79,11.88,0.71
6993,2.88,2.79,11.88,0.71
6994,2.88,2.79,11.88,0.71
6995,2.88,2.79,11.88,0.71
6996,2.88,2.79,11.88,0.71
6997,2.88,2.79,11.88,0.71
6998,2.88,2.79,11.88,0.71
6999,2.88,2.79,11.88,0.71
7000,2.88,2.79,11.88,0.71
7001,2.88,2.79,11.88,0.71
7002,2.88,2.79,11.88,0.71
7003,2.88,2.79,11.88,0.71
7004,2.88,2.79,11.88,0.71
7005,2.88,2.79,11.88,0.71
7006,2.88,2.79,11.88,0.71
7007,2.88,2.79,11.88,0.71
7008,2.88,2.79,11.88,0.71
7009,2.88,2.79,11.88,0.71
7010,2.88,2.79,11.88,0.71
7011,2.88,2.79,11.88,0.71
7012,2.88,2.79,11.88,0.71
7013,2.88,2.79,11.88,0.71
7014,2.88,2.79,11.88,0.71
7015,2.88,2.79,11.88,0.71
7016,2.88,2.79,11.88,0.71
7017,2.88,2.79,11.88,0.71
7018,2.88,2.79,11.88,0.71
7019,2.88,2.79,11.88,0.71
7020,2.88,2.79,11.88,0.71
7021,2.88,2.79,11.88,0.71
7022,2.88,2.79,11.88,0.71
7023,2.88,2.79,11.88,0.71
7024,2.88,2.79,11.88,0.71
7025,2.88,2.79,11.88,0.71
7026,2.88,2.79,11.88,0.71
7027,2.88,2.79,11.88,0.71
7028,2.88,2.79,11.88,0.71
7029,2.88,2.79,11.88,0.71
7030,2.88,2.79,11.88,0.71
7031,2.88,2.79,11.88,0.71
7032,2.88,2.79,11.88,0.71
7033,2.88,2.79,11.88,0.71
7034,2.88,2.79,11.88,0.71
7035,2.88,2.79,11.88,0.71
7036,2.88,2.79,11.88,0.71
7037,2.88,2.79,11.88,0.71
7038,2.88,2.79,11.88,0.71
7039,2.88,2.79,11.88,0.71
7040,2.88,2.79,11.88,0.71
7041,2.88,2.79,11.88,0.71
7042,2.88,2.79,11.88,0.71
7043,2.88,2.79,11.88,0.71
7044,2.88,2.79,11.88,0.71
7045,2.88,2.79,11.88,0.71
7046,2.88,2.79,11.88,0.71
7047,2.88,2.79,11.88,0.71
7048,2.88,2.79,11.88,0.71
7049,2.88,2.79,11.88,0.71
7050,2.88,2.79,11.88,0.71
7051,2.88,2.79,11.88,0.71
7052,2.88,2.79,11.88,0.71
7053,2.88,2.79,11.88,0.71
7054,2.88,2.79,11.88,0.71
7055,2.88,2.79,11.88,0.71
7056,2.88,2.79,11.88,0.71
7057,2.88,2.79,11.88,0.71
7058,2.88,2.79,11.88,0.71
7059,2.88,2.79,11.88,0.71
7060,2.88,2.79,11.88,0.71
7061,2.88,2.79,11.88,0.71
7062,2.88,2.79,11.88,0.71
7063,2.88,2.79,11.88,0.71
7064,2.88,2.79,11.88,0.71
7065,2.88,2.79,11.88,0.71
7066,2.88,2.79,11.88,0.71
7067,2.88,2.79,11.88,0.71
7068,2.88,2.79,11.88,0.71
7069,2.88,2.79,11.88,0.71
7070,2.88,2.79,11.88,0.71
7071,2.88,2.79,11.88,0.71
7072,2.88,2.79,11.88,0.71
7073,2.88,2.79,11.88,0.71
7074,2.88,2.79,11.88,0.71
7075,2.88,2.79,11.88,0.71
7076,2.88,2.79,11.88,0.71
7077,2.88,2.79,11.88,0.71
7078,2.88,2.79,11.88,0.71
7079,2.88,2.79,11.88,0.71
7080,2.88,2.79,11.88,0.71
7081,2.88,2.79,11.88,0.71
7082,2.88,2.79,11.88,0.71
7083,2.88,2.79,11.88,0.71
7084,2.88,2.79,11.88,0.71
7085,2.88,2.79,11.88,0.71
7086,2.88,2.79,11.88,0.71
7087,2.88,2.79,11.88,0.71
7088,2.88,2.79,11.88,0.71
7089,2.88,2.79,11.88,0.71
7090,2.88,2.79,11.88,0.71
7091,2.88,2.79,11.88,0.71
7092,2.88,2.79,11.88,0.71
7093,2.88,2.79,11.88,0.71
7094,2.88,2.79,11.88,0.71
7095,2.88,2.79,11.88,0.71
7096,2.88,2.79,11.88,0.71
7097,2.88,2.79,11.88,0.71
7098,2.88,2.79,11.88,0.71
7099,2.88,2.79,11.88,0.71
7100,2.88,2.79,11.88,0.71
7101,2.88,2.79,11.88,0.71
7102,2.88,2.79,11.88,0.71
7103,2.88,2.79,11.88,0.71
7104,2.88,2.79,11.88,0.71
7105,2.88,2.79,11.88,0.71
7106,2.88,2.79,11.88,0.71
7107,2.88,2.79,11.88,0.71
7108,2.88,2.79,11.88,0.71
7109,2.88,2.79,11.88,0.71
7110,2.88,2.79,11.88,0.71
7111,2.88,2.79,11.88,0.71
7112,2.88,2.79,11.88,0.71
7113,2.88,2.79,11.88,0.71
7114,2.88,2.79,11.88,0.71
7115,2.88,2.79,11.88,0.71
7116,2.88,2.79,11.88,0.71
7117,2.88,2.79,11.88,0.71
7118,2.88,2.79,11.88,0.71
7119,2.88,2.79,11.88,0.71
7120,2.88,2.79,11.88,0.71
7121,2.88,2.79,11.88,0.71
7122,2.88,2.79,11.88,0.71
7123,2.88,2.79,11.88,0.71
7124,2.88,2.79,11.88,0.71
7125,2.88,2.79,11.88,0.71
7126,2.88,2.79,11.88,0.71
7127,2.88,2.79,11.88,0.71
7128,2.88,2.79,11.88,0.71
7129,2.88,2.79,11.88,0.71
7130,2.88,2.79,11.88,0.71
7131,2.88,2.79,11.88,0.71
7132,2.88,2.79,11.88,0.71
7133,2.88,2.79,11.88,0.71
7134,2.88,2.79,11.88,0.71
7135,2.88,2.79,11.88,0.71
7136,2.88,2.79,11.88,0.71
7137,2.88,2.79,11.88,0.71
7138,2.88,2.79,11.88,0.71
7139,2.88,2.79,11.88,0.71
7140,2.88,2.79,11.88,0.71
7141,2.88,2.79,11.88,0.71
7142,2.88,2.79,11.88,0.71
7143,2.88,2.79,11.88,0.71
7144,2.88,2.79,11.88,0.71
7145,2.88,2.79,11.88,0.71
7146,2.88,2.79,11.88,0.71
7147,2.88,2.79,11.88,0.71
7148,2.88,2.79,11.88,0.71
7149,2.88,2.79,11.88,0.71
7150,2.88,2.79,11.88,0.71
7151,2.88,2.79,11.88,0.71
7152,2.88,2.79,11.88,0.71
7153,2.88,2.79,11.88,0.71
7154,2.88,2.79,11.88,0.71
7155,2.88,2.79,11.88,0.71
7156,2.88,2.79,11.88,0.71
7157,2.88,2.79,11.88,0.71
7158,2.88,2.79,11.88,0.71
7159,2.88,2.79,11.88,0.71
7160,2.88,2.79,11.88,0.71
7161,2.88,2.79,11.88,0.71
7162,2.88,2.79,11.88,0.71
7163,2.88,2.79,11.88,0.71
7164,2.88,2.79,11.88,0.71
7165,2.88,2.79,11.88,0.71
7166,2.88,2.79,11.88,0.71
7167,2.88,2.79,11.88,0.71
7168,2.88,2.79,11.88,0.71
7169,2.88,2.79,11.88,0.71
7170,2.88,2.79,11.88,0.71
7171,2.88,2.79,11.88,0.71
7172,2.88,2.79,11.88,0.71
7173,2.88,2.79,11.88,0.71
7174,2.88,2.79,11.88,0.71
7175,2.88,2.79,11.88,0.71
7176,2.88,2.79,11.88,0.71
7177,2.88,2.79,11.88,0.71
7178,2.88,2.79,11.88,0.71
7179,2.88,2.79,11.88,0.71
7180,2.88,2.79,11.88,0.71
7181,2.88,2.79,11.88,0.71
7182,2.88,2.79,11.88,0.71
7183,2.88,2.79,11.88,0.71
7184,2.88,2.79,11.88,0.71
7185,2.88,2.79,11.88,0.71
7186,2.88,2.79,11.88,0.71
7187,2.88,2.79,11.88,0.71
7188,2.88,2.79,11.88,0.71
7189,2.88,2.79,11.88,0.71
7190,2.88,2.79,11.88,0.71
7191,2.88,2.79,11.88,0.71
7192,2.88,2.79,11.88,0.71
7193,2.88,2.79,11.88,0.71
7194,2.88,2.79,11.88,0.71
7195,2.88,2.79,11.88,0.71
7196,2.88,2.79,11.88,0.71
7197,2.88,2.79,11.88,0.71
7198,2.88,2.79,11.88,0.71
7199,2.88,2.79,11.88,0.71
7200,2.88,2.79,11.88,0.71
7201,2.88,2.79,11.88,0.71
7202,2.88,2.79,11.88,0.71
7203,2.88,2.79,11.88,0.71
7204,2.88,2.79,11.88,0.71
7205,2.88,2.79,11.88,0.71
7206,2.88,2.79,11.88,0.71
7207,2.88,2.79,11.88,0.71
7208,2.88,2.79,11.88,0.71
7209,2.88,2.79,11.88,0.71
7210,2.88,2.79,11.88,0.71
7211,2.88,2.79,11.88,0.71
7212,2.88,2.79,11.88,0.71
7213,2.88,2.79,11.88,0.71
7214,2.88,2.79,11.88,0.71
7215,2.88,2.79,11.88,0.71
7216,2.88,2.79,11.88,0.71
7217,2.88,2.79,11.88,0.71
7218,2.88,2.79,11.88,0.71
7219,2.88,2.79,11.88,0.71
7220,2.88,2.79,11.88,0.71
7221,2.88,2.79,11.88,0.71
7222,2.88,2.79,11.88,0.71
7223,2.88,2.79,11.88,0.71
7224,2.88,2.79,11.88,0.71
7225,2.88,2.79,11.88,0.71
7226,2.88,2.79,11.88,0.71
7227,2.88,2.79,11.88,0.71
7228,2.88,2.79,11.88,0.71
7229,2.88,2.79,11.88,0.71
7230,2.88,2.79,11.88,0.71
7231,2.88,2.79,11.88,0.71
7232,2.88,2.79,11.88,0.71
7233,2.88,2.79,11.88,0.71
7234,2.88,2.79,11.88,0.71
7235,2.88,2.79,11.88,0.71
7236,2.88,2.79,11.88,0.71
7237,2.88,2.79,11.88,0.71
7238,2.88,2.79,11.88,0.71
7239,2.88,2.79,11.88,0.71
7240,2.88,2.79,11.88,0.71
7241,2.88,2.79,11.88,0.71
7242,2.88,2.79,11.88,0.71
7243,2.88,2.79,11.88,0.71
7244,2.88,2.79,11.88,0.71
7245,2.88,2.79,11.88,0.71
7246,2.88,2.79,11.88,0.71
7247,2.88,2.79,11.88,0.71
7248,2.88,2.79,11.88,0.71
7249,2.88,2.79,11.88,0.71
7250,2.88,2.79,11.88,0.71
7251,2.88,2.79,11.88,0.71
7252,2.88,2.79,11.88,0.71
7253,2.88,2.79,11.88,0.71
7254,2.88,2.79,11.88,0.71
7255,2.88,2.79,11.88,0.71
7256,2.88,2.79,11.88,0.71
7257,2.88,2.79,11.88,0.71
7258,2.88,2.79,11.88,0.71
7259,2.88,2.79,11.88,0.71
7260,2.88,2.79,11.88,0.71
7261,2.88,2.79,11.88,0.71
7262,2.88,2.79,11.88,0.71
7263,2.88,2.79,11.88,0.71
7264,2.88,2.79,11.88,0.71
7265,2.88,2.79,11.88,0.71
7266,2.88,2.79,11.88,0.71
7267,2.88,2.79,11.88,0.71
7268,2.88,2.79,11.88,0.71
7269,2.88,2.79,11.88,0.71
7270,2.88,2.79,11.88,0.71
7271,2.88,2.79,11.88,0.71
7272,2.88,2.79,11.88,0.71
7273,2.88,2.79,11.88,0.71
7274,2.88,2.79,11.88,0.71
7275,2.88,2.79,11.88,0.71
7276,2.88,2.79,11.88,0.71
7277,2.88,2.79,11.88,0.71
7278,2.88,2.79,11.88,0.71
7279,2.88,2.79,11.88,0.71
7280,2.88,2.79,11.88,0.71
7281,2.88,2.79,11.88,0.71
7282,2.88,2.79,11.88,0.71
7283,2.88,2.79,11.88,0.71
7284,2.88,2.79,11.88,0.71
7285,2.88,2.79,11.88,0.71
7286,2.88,2.79,11.88,0.71
7287,2.88,2.79,11.88,0.71
7288,2.88,2.79,11.88,0.71
7289,2.88,2.79,11.88,0.71
7290,2.88,2.79,11.88,0.71
7291,2.88,2.79,11.88,0.71
7292,2.88,2.79,11.88,0.71
7293,2.88,2.79,11.88,0.71
7294,2.88,2.79,11.88,0.71
7295,2.88,2.79,11.88,0.71
7296,2.88,2.79,11.88,0.71
7297,2.88,2.79,11.88,0.71
7298,2.88,2.79,11.88,0.71
7299,2.88,2.79,11.88,0.71
7300,2.88,2.79,11.88,0.71
7301,2.88,2.79,11.88,0.71
7302,2.88,2.79,11.88,0.71
7303,2.88,2.79,11.88,0.71
7304,2.88,2.79,11.88,0.71
7305,2.88,2.79,11.88,0.71
7306,2.88,2.79,11.88,0.71
7307,2.88,2.79,11.88,0.71
7308,2.88,2.79,11.88,0.71
7309,2.88,2.79,11.88,0.71
7310,2.88,2.79,11.88,0.71
7311,2.88,2.79,11.88,0.71
7312,2.88,2.79,11.88,0.71
7313,2.88,2.79,11.88,0.71
7314,2.88,2.79,11.88,0.71
7315,2.88,2.79,11.88,0.71
7316,2.88,2.79,11.88,0.71
7317,2.88,2.79,11.88,0.71
7318,2.88,2.79,11.88,0.71
7319,2.88,2.79,11.88,0.71
7320,2.88,2.79,11.88,0.71
7321,2.88,2.79,11.88,0.71
7322,2.88,2.79,11.88,0.71
7323,2.88,2.79,11.88,0.71
7324,2.88,2.79,11.88,0.71
7325,2.88,2.79,11.88,0.71
7326,2.88,2.79,11.88,0.71
7327,2.88,2.79,11.88,0.71
7328,2.88,2.79,11.88,0.71
7329,2.88,2.79,11.88,0.71
7330,2.88,2.79,11.88,0.71
7331,2.88,2.79,11.88,0.71
7332,2.88,2.79,11.88,0.71
7333,2.88,2.79,11.88,0.71
7334,2.88,2.79,11.88,0.71
7335,2.88,2.79,11.88,0.71
7336,2.88,2.79,11.88,0.71
7337,2.88,2.79,11.88,0.71
7338,2.88,2.79,11.88,0.71
7339,2.88,2.79,11.88,0.71
7340,2.88,2.79,11.88,0.71
7341,2.88,2.79,11.88,0.71
7342,2.88,2.79,11.88,0.71
7343,2.88,2.79,11.88,0.71
7344,2.88,2.79,11.88,0.71
7345,2.88,2.79,11.88,0.71
7346,2.88,2.79,11.88,0.71
7347,2.88,2.79,11.88,0.71
7348,2.88,2.79,11.88,0.71
7349,2.88,2.79,11.88,0.71
7350,2.88,2.79,11.88,0.71
7351,2.88,2.79,11.88,0.71
7352,2.88,2.79,11.88,0.71
7353,2.88,2.79,11.88,0.71
7354,2.88,2.79,11.88,0.71
7355,2.88,2.79,11.88,0.71
7356,2.88,2.79,11.88,0.71
7357,2.88,2.79,11.88,0.71
7358,2.88,2.79,11.88,0.71
7359,2.88,2.79,11.88,0.71
7360,2.88,2.79,11.88,0.71
7361,2.88,2.79,11.88,0.71
7362,2.88,2.79,11.88,0.71
7363,2.88,2.79,11.88,0.71
7364,2.88,2.79,11.88,0.71
7365,2.88,2.79,11.88,0.71
7366,2.88,2.79,11.88,0.71
7367,2.88,2.79,11.88,0.71
7368,2.88,2.79,11.88,0.71
7369,2.88,2.79,11.88,0.71
7370,2.88,2.79,11.88,0.71
7371,2.88,2.79,11.88,0.71
7372,2.88,2.79,11.88,0.71
7373,2.88,2.79,11.88,0.71
7374,2.88,2.79,11.88,0.71
7375,2.88,2.79,11.88,0.71
7376,2.88,2.79,11.88,0.71
7377,2.88,2.79,11.88,0.71
7378,2.88,2.79,11.88,0.71
7379,2.88,2.79,11.88,0.71
7380,2.88,2.79,11.88,0.71
7381,2.88,2.79,11.88,0.71
7382,2.88,2.79,11.88,0.71
7383,2.88,2.79,11.88,0.71
7384,2.88,2.79,11.88,0.71
7385,2.88,2.79,11.88,0.71
7386,2.88,2.79,11.88,0.71
7387,2.88,2.79,11.88,0.71
7388,2.88,2.79,11.88,0.71
7389,2.88,2.79,11.88,0.71
7390,2.88,2.79,11.88,0.71
7391,2.88,2.79,11.88,0.71
7392,2.88,2.79,11.88,0.71
7393,2.88,2.79,11.88,0.71
7394,2.88,2.79,11.88,0.71
7395,2.88,2.79,11.88,0.71
7396,2.88,2.79,11.88,0.71
7397,2.88,2.79,11.88,0.71
7398,2.88,2.79,11.88,0.71
7399,2.88,2.79,11.88,0.71
7400,2.88,2.79,11.88,0.71
