Region_description,Network_zones,CapRes_1
TX,z2390,0.1375
TX,z2391,0.1375
TX,z2392,0.1375
TX,z2393,0.1375
TX,z2394,0.1375
TX,z2395,0.1375
TX,z2396,0.1375
TX,z2397,0.1375
TX,z2398,0.1375
TX,z2399,0.1375
TX,z2400,0.1375
TX,z2401,0.1375
TX,z2402,0.1375
TX,z2403,0.1375
TX,z2404,0.1375
TX,z2405,0.1375
TX,z2406,0.1375
TX,z2407,0.1375
TX,z2408,0.1375
TX,z2409,0.1375
TX,z2410,0.1375
TX,z2411,0.1375
TX,z2412,0.1375
TX,z2413,0.1375
TX,z2414,0.1375
TX,z2415,0.1375
TX,z2416,0.1375
TX,z2417,0.1375
TX,z2418,0.1375
TX,z2419,0.1375
TX,z2420,0.1375
TX,z2421,0.1375
TX,z2422,0.1375
TX,z2423,0.1375
TX,z2424,0.1375
TX,z2425,0.1375
TX,z2426,0.1375
TX,z2427,0.1375
TX,z2428,0.1375
TX,z2429,0.1375
TX,z2430,0.1375
TX,z2431,0.1375
TX,z2432,0.1375
TX,z2433,0.1375
TX,z2434,0.1375
TX,z2435,0.1375
TX,z2436,0.1375
TX,z2437,0.1375
TX,z2438,0.1375
TX,z2439,0.1375
TX,z2440,0.1375
TX,z2441,0.1375
TX,z2442,0.1375
TX,z2443,0.1375
TX,z2444,0.1375
TX,z2445,0.1375
TX,z2446,0.1375
TX,z2447,0.1375
TX,z2448,0.1375
TX,z2449,0.1375
TX,z2450,0.1375
TX,z2451,0.1375
TX,z2452,0.1375
TX,z2453,0.1375
TX,z2454,0.1375
TX,z2455,0.1375
TX,z2456,0.1375
TX,z2457,0.1375
TX,z2458,0.1375
TX,z2459,0.1375
TX,z2460,0.1375
TX,z2461,0.1375
TX,z2462,0.1375
TX,z2463,0.1375
TX,z2464,0.1375
TX,z2465,0.1375
TX,z2466,0.1375
TX,z2467,0.1375
TX,z2468,0.1375
TX,z2469,0.1375
TX,z2470,0.1375
TX,z2471,0.1375
TX,z2472,0.1375
TX,z2473,0.1375
TX,z2474,0.1375
TX,z2475,0.1375
TX,z2476,0.1375
TX,z2477,0.1375
TX,z2478,0.1375
TX,z2479,0.1375
TX,z2480,0.1375
TX,z2481,0.1375
TX,z2482,0.1375
TX,z2483,0.1375
TX,z2484,0.1375
TX,z2485,0.1375
TX,z2486,0.1375
TX,z2487,0.1375
TX,z2488,0.1375
TX,z2489,0.1375
TX,z2490,0.1375
TX,z2491,0.1375
TX,z2492,0.1375
TX,z2493,0.1375
TX,z2494,0.1375
TX,z2495,0.1375
TX,z2496,0.1375
TX,z2497,0.1375
TX,z2498,0.1375
TX,z2499,0.1375
TX,z2500,0.1375
TX,z2501,0.1375
TX,z2502,0.1375
TX,z2503,0.1375
TX,z2504,0.1375
TX,z2505,0.1375
TX,z2506,0.1375
TX,z2507,0.1375
TX,z2508,0.1375
TX,z2509,0.1375
TX,z2510,0.1375
TX,z2511,0.1375
TX,z2512,0.1375
TX,z2513,0.1375
TX,z2514,0.1375
TX,z2515,0.1375
TX,z2516,0.1375
TX,z2517,0.1375
TX,z2518,0.1375
TX,z2519,0.1375
TX,z2520,0.1375
TX,z2521,0.1375
TX,z2522,0.1375
TX,z2523,0.1375
TX,z2524,0.1375
TX,z2525,0.1375
TX,z2526,0.1375
TX,z2527,0.1375
TX,z2528,0.1375
TX,z2529,0.1375
TX,z2530,0.1375
TX,z2531,0.1375
TX,z2532,0.1375
TX,z2533,0.1375
TX,z2534,0.1375
TX,z2535,0.1375
TX,z2536,0.1375
TX,z2537,0.1375
TX,z2538,0.1375
TX,z2539,0.1375
TX,z2540,0.1375
TX,z2541,0.1375
TX,z2542,0.1375
TX,z2543,0.1375
TX,z2544,0.1375
TX,z2545,0.1375
TX,z2546,0.1375
TX,z2547,0.1375
TX,z2548,0.1375
TX,z2549,0.1375
TX,z2550,0.1375
TX,z2551,0.1375
TX,z2552,0.1375
TX,z2553,0.1375
TX,z2554,0.1375
TX,z2555,0.1375
TX,z2556,0.1375
TX,z2557,0.1375
TX,z2558,0.1375
TX,z2559,0.1375
TX,z2560,0.1375
TX,z2561,0.1375
TX,z2562,0.1375
TX,z2563,0.1375
TX,z2564,0.1375
TX,z2565,0.1375
TX,z2566,0.1375
TX,z2567,0.1375
TX,z2568,0.1375
TX,z2569,0.1375
TX,z2570,0.1375
TX,z2571,0.1375
TX,z2572,0.1375
TX,z2573,0.1375
TX,z2574,0.1375
TX,z2575,0.1375
TX,z2576,0.1375
TX,z2577,0.1375
TX,z2578,0.1375
TX,z2579,0.1375
TX,z2580,0.1375
TX,z2581,0.1375
TX,z2582,0.1375
TX,z2583,0.1375
TX,z2584,0.1375
TX,z2585,0.1375
TX,z2586,0.1375
TX,z2587,0.1375
TX,z2588,0.1375
TX,z2589,0.1375
TX,z2590,0.1375
TX,z2591,0.1375
TX,z2592,0.1375
TX,z2593,0.1375
TX,z2594,0.1375
TX,z2595,0.1375
TX,z2596,0.1375
TX,z2597,0.1375
TX,z2598,0.1375
TX,z2599,0.1375
TX,z2600,0.1375
TX,z2601,0.1375
TX,z2602,0.1375
TX,z2603,0.1375
TX,z2604,0.1375
TX,z2605,0.1375
TX,z2606,0.1375
TX,z2607,0.1375
TX,z2608,0.1375
TX,z2609,0.1375
TX,z2610,0.1375
TX,z2611,0.1375
TX,z2612,0.1375
TX,z2613,0.1375
TX,z2614,0.1375
TX,z2615,0.1375
TX,z2616,0.1375
TX,z2617,0.1375
TX,z2618,0.1375
TX,z2619,0.1375
TX,z2620,0.1375
TX,z2621,0.1375
TX,z2622,0.1375
TX,z2623,0.1375
TX,z2624,0.1375
TX,z2625,0.1375
TX,z2626,0.1375
TX,z2627,0.1375
TX,z2628,0.1375
TX,z2629,0.1375
TX,z2630,0.1375
TX,z2631,0.1375
TX,z2632,0.1375
TX,z2633,0.1375
TX,z2634,0.1375
TX,z2635,0.1375
TX,z2636,0.1375
TX,z2637,0.1375
TX,z2638,0.1375
TX,z2639,0.1375
TX,z2640,0.1375
TX,z2641,0.1375
TX,z2642,0.1375
TX,z2643,0.1375
TX,z2644,0.1375
TX,z2645,0.1375
TX,z2646,0.1375
TX,z2647,0.1375
TX,z2648,0.1375
TX,z2649,0.1375
TX,z2650,0.1375
TX,z2651,0.1375
TX,z2652,0.1375
TX,z2653,0.1375
TX,z2654,0.1375
TX,z2655,0.1375
TX,z2656,0.1375
TX,z2657,0.1375
TX,z2658,0.1375
TX,z2659,0.1375
TX,z2660,0.1375
TX,z2661,0.1375
TX,z2662,0.1375
TX,z2663,0.1375
TX,z2664,0.1375
TX,z2665,0.1375
TX,z2666,0.1375
TX,z2667,0.1375
TX,z2668,0.1375
TX,z2669,0.1375
TX,z2670,0.1375
TX,z2671,0.1375
TX,z2672,0.1375
TX,z2673,0.1375
TX,z2674,0.1375
TX,z2675,0.1375
TX,z2676,0.1375
TX,z2677,0.1375
TX,z2678,0.1375
TX,z2679,0.1375
TX,z2680,0.1375
TX,z2681,0.1375
TX,z2682,0.1375
TX,z2683,0.1375
TX,z2684,0.1375
TX,z2685,0.1375
TX,z2686,0.1375
TX,z2687,0.1375
TX,z2688,0.1375
TX,z2689,0.1375
TX,z2690,0.1375
TX,z2691,0.1375
TX,z2692,0.1375
TX,z2693,0.1375
TX,z2694,0.1375
TX,z2695,0.1375
TX,z2696,0.1375
TX,z2697,0.1375
TX,z2698,0.1375
TX,z2699,0.1375
TX,z2700,0.1375
TX,z2701,0.1375
TX,z2702,0.1375
TX,z2703,0.1375
TX,z2704,0.1375
TX,z2705,0.1375
TX,z2706,0.1375
TX,z2707,0.1375
TX,z2708,0.1375
TX,z2709,0.1375
TX,z2710,0.1375
TX,z2711,0.1375
TX,z2712,0.1375
TX,z2713,0.1375
TX,z2714,0.1375
TX,z2715,0.1375
TX,z2716,0.1375
TX,z2717,0.1375
TX,z2718,0.1375
TX,z2719,0.1375
TX,z2720,0.1375
TX,z2721,0.1375
TX,z2722,0.1375
TX,z2723,0.1375
TX,z2724,0.1375
TX,z2725,0.1375
TX,z2726,0.1375
TX,z2727,0.1375
TX,z2728,0.1375
TX,z2729,0.1375
TX,z2730,0.1375
TX,z2731,0.1375
TX,z2732,0.1375
TX,z2733,0.1375
TX,z2734,0.1375
TX,z2735,0.1375
TX,z2736,0.1375
TX,z2737,0.1375
TX,z2738,0.1375
TX,z2739,0.1375
TX,z2740,0.1375
TX,z2741,0.1375
TX,z2742,0.1375
TX,z2743,0.1375
TX,z2744,0.1375
TX,z2745,0.1375
TX,z2746,0.1375
TX,z2747,0.1375
TX,z2748,0.1375
TX,z2749,0.1375
TX,z2750,0.1375
TX,z2751,0.1375
